OBJECTID *,Shape *,FID_Macro,SiteID,CC_Num,Waterbody,Location,Date_,Sample_Type,Bioclass,Latitude,Longitude,EPT_S,BI,% Impervious,Drainage,Elevation,Boulder,Cobble,Gravel,Sand,Silt,Other_Substrate,Sub_Desc,Canopy,Temp_C,Sp_Cond,pH_SU,Diss_Oxy,Stream_Width,Channel_Width,Avg_Stream_Depth,MaxStream_Depth,Channel_Modification,Instream_Habitat,Substrate,Shade,Region,Basin,FID_Haw_Upper_Nuese_piedmont,FID_Haw_Upper_Nuese,BASIN,FID_Piedmont_statecl
79,Point,522,BB298,4708,DEEP R,SR 1456,1988-08-17T00:00:00Z,Full Scale,Excellent,35.500278,-79.581111,34,5.051913,0.0502797503385,628,326,20,30,20,30,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,40,<Null>,0.4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
80,Point,523,BB298,6304,DEEP R,SR 1456,1993-07-26T00:00:00Z,Full Scale,Excellent,35.500278,-79.581111,32,5.011832,0.0502797503385,628,326,35,25,20,15,5,<Null>,NA,25,<Null>,<Null>,<Null>,<Null>,40,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
81,Point,524,BB298,7639,DEEP R,SR 1456,1998-07-06T00:00:00Z,Full Scale,Good,35.500278,-79.581111,33,5.323373,0.0502797503385,628,326,50,30,10,10,0,<Null>,NA,30,30,280,8.6999999999999993,11.8,28,<Null>,0.5,<Null>,4,12,12,7,<Null>,<Null>,1,1,Cape Fear,1
82,Point,525,BB298,9031,DEEP R,SR 1456,2002-10-03T00:00:00Z,EPT,Good,35.500278,-79.581111,26,3.6875,0.0502797503385,628,326,25,20,35,20,0,<Null>,NA,0,26,270,8.6,9.6,27,42,0.3,1,4,18,10,2,<Null>,<Null>,1,1,Cape Fear,1
83,Point,526,BB298,9181,DEEP R,SR 1456,2003-07-22T00:00:00Z,Full Scale,Excellent,35.500278,-79.581111,26,4.907884,0.0502797503385,628,326,35,20,15,30,0,<Null>,NA,0,27.8,128,7.2,7.1,40,45,0.5,1,5,16,10,7,<Null>,<Null>,1,1,Cape Fear,1
84,Point,527,BB298,10508,DEEP R,SR 1456,2008-07-22T00:00:00Z,Full Scale,Good,35.500278,-79.581111,25,5.296194,0.0502797503385,628,326,45,20,5,15,5,10,bedrock,20,31.1,219,8.3000000000000007,7.5,35,40,0.4,1,5,18,8,2,<Null>,<Null>,1,1,Cape Fear,1
85,Point,528,BB298,11582,DEEP R,SR 1456,2013-09-13T00:00:00Z,Full Scale,Good,35.500278,-79.581111,29,5.306355,0.0502797503385,628,326,25,20,25,15,10,5,bedrock,10,25.7,157,6.9,7.7,40,45,0.3,1.2,4,19,12,2,<Null>,<Null>,1,1,Cape Fear,1
86,Point,1265,BB184,6112,L POCKET CR,NC 42,1993-02-25T00:00:00Z,EPT,Not Rated,35.504722,-79.292222,16,4.8625,NA,9.44,250,10,10,20,50,10,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,4,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
87,Point,1266,BB184,7487,L POCKET CR,NC 42,1998-02-03T00:00:00Z,EPT,Not Rated,35.504722,-79.292222,14,5.235526,NA,9.44,250,10,30,10,35,10,<Null>,NA,80,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.6,<Null>,5,17,1,10,<Null>,<Null>,1,1,Cape Fear,1
88,Point,800,BB133,6114,FORK CR,SR 2873,1993-02-18T00:00:00Z,EPT,Good,35.523611,-79.620278,22,3.833058,NA,46,347,20,20,30,30,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,13,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
89,Point,801,BB133,7490,FORK CR,SR 2873,1998-02-10T00:00:00Z,EPT,Good,35.523611,-79.620278,28,4.002857,NA,46,347,20,15,25,40,0,<Null>,NA,60,<Null>,<Null>,<Null>,<Null>,12,<Null>,0.3,<Null>,5,18,8,7,<Null>,<Null>,1,1,Cape Fear,1
90,Point,1233,BB291,6115,L BUFFALO CR,SR 1420,1993-02-25T00:00:00Z,EPT,Not Rated,35.531667,-79.174722,5,6.656,NA,4.71,286,0,0,20,70,10,<Null>,NA,80,<Null>,<Null>,<Null>,<Null>,3,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
91,Point,1234,BB291,9062,L BUFFALO CR,SR 1420,2003-03-05T00:00:00Z,EPT,Not Rated,35.531667,-79.174722,3,6.657143,NA,4.71,286,0,0,5,90,5,<Null>,NA,70,12,144,7.1,10.6,5,<Null>,0.5,<Null>,5,9,3,10,<Null>,<Null>,1,1,Cape Fear,1
92,Point,1103,BB171,6119,INDIAN CR,SR 2306,1993-03-01T00:00:00Z,EPT,Not Rated,35.538056,-79.335833,10,5.177778,NA,25.3,223,0,15,40,40,5,<Null>,NA,90,<Null>,<Null>,<Null>,<Null>,9,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
93,Point,119,BB178,6116,BIG BUFFALO CR,SR 1403,1993-02-25T00:00:00Z,EPT,Not Rated,35.541667,-79.230278,12,5.705405,NA,19.6,221,10,20,10,50,10,<Null>,NA,80,<Null>,<Null>,<Null>,<Null>,7,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
94,Point,120,BB178,6334,BIG BUFFALO CR,SR 1403,1993-08-09T00:00:00Z,EPT,Not Rated,35.541667,-79.230278,4,6.008333,NA,19.6,221,20,20,10,20,30,<Null>,NA,100,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
95,Point,2547,BB185,9064,UT CAPE FEAR R,NC 42,2003-03-12T00:00:00Z,Qual 5,Not Rated,35.544167,-79.033056,3,5.731579,NA,0.66,164,0,0,20,70,10,<Null>,NA,10,9.6999999999999993,94,7.2,10.199999999999999,2,2,0.2,0.1,2,13,8,2,<Null>,<Null>,1,1,Cape Fear,1
96,Point,774,BB132,6113,FLAT CR,SR 2886,1993-02-18T00:00:00Z,EPT,Fair,35.550278,-79.583611,17,4.671429,NA,13.9,336,20,30,30,20,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,6,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
97,Point,775,BB132,7491,FLAT CR,SR 2886,1998-02-10T00:00:00Z,EPT,Good-Fair,35.550278,-79.583611,22,5.083529,NA,13.9,336,15,30,25,25,5,<Null>,NA,80,<Null>,<Null>,<Null>,<Null>,7,<Null>,0.1,<Null>,5,15,8,10,<Null>,<Null>,1,1,Cape Fear,1
98,Point,2563,BB176,4215,UT DEEP R,SR 2140,1987-09-04T00:00:00Z,Full Scale,Good-Fair,35.553333,-79.318333,13,6.464732,0.00356368840728,1.622,228,50,20,20,10,0,<Null>,NA,9,<Null>,<Null>,<Null>,<Null>,2,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
99,Point,2603,BB454,5491,UT KENNETH CR,SR 2772,1990-09-05T00:00:00Z,Full Scale,Not Rated,35.553611,-78.7975,3,7.460843,0.158380206186,-1,-1,0,5,10,85,0,<Null>,NA,9,<Null>,<Null>,<Null>,<Null>,2,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
100,Point,2604,BB454,7752,UT KENNETH CR,SR 2772,1998-09-02T00:00:00Z,Full Scale,Not Rated,35.553611,-78.7975,6,7.094839,0.158380206186,-1,-1,0,0,10,85,5,<Null>,NA,90,<Null>,<Null>,<Null>,<Null>,3,<Null>,0.2,<Null>,5,10,3,10,<Null>,<Null>,1,1,Cape Fear,1
101,Point,509,BB180,4214,DEEP R,SR 1007,1987-09-01T00:00:00Z,Full Scale,Good,35.555,-79.287222,32,5.67947,0.0321816761884,1070,215,15,35,10,40,0,<Null>,NA,3,<Null>,<Null>,<Null>,<Null>,42,<Null>,0.6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
102,Point,510,BB180,6333,DEEP R,SR 1007,1993-08-09T00:00:00Z,Full Scale,Good,35.555,-79.287222,25,5.777885,0.0321816761884,1070,215,20,20,30,30,0,<Null>,NA,40,<Null>,<Null>,<Null>,<Null>,40,<Null>,0.8,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
103,Point,511,BB180,7645,DEEP R,SR 1007,1998-07-08T00:00:00Z,Full Scale,Good-Fair,35.555,-79.287222,23,5.829439,0.0321816761884,1070,215,10,40,20,20,10,<Null>,NA,30,29,141,6.9,6.1,45,<Null>,0.7,<Null>,4,11,11,2,<Null>,<Null>,1,1,Cape Fear,1
104,Point,1179,BB435,7730,KENNETH CR,US 401,1998-09-02T00:00:00Z,Full Scale,Good,35.563333,-78.805833,18,5.959032,0.044318146478,4.4663,280,0,10,15,70,10,<Null>,NA,80,23,78,7.1,<Null>,2,<Null>,0.1,<Null>,5,11,3,10,<Null>,<Null>,1,1,Cape Fear,1
105,Point,1056,BB213,9070,HUGHES CR,SR 1002,2003-03-10T00:00:00Z,EPT,Not Rated,35.563611,-79.093333,3,5.828571,NA,10.7,183,0,0,20,30,50,<Null>,NA,60,11.3,49,5.8,9.4,7,7,0.6,1,5,11,2,7,<Null>,<Null>,1,1,Cape Fear,1
106,Point,1177,BB228,9074,KENNETH CR,SR 1100,2003-03-12T00:00:00Z,Full Scale,Good,35.566111,-78.810278,27,4.875368,0.0425956779941,4.2,298,0,20,30,40,10,<Null>,NA,20,12.5,72,6.1,9.8000000000000007,5,5,0.3,1,5,16,10,2,<Null>,<Null>,1,1,Cape Fear,1
107,Point,1178,BB228,10153,KENNETH CR,SR 1100,2007-04-23T00:00:00Z,Full Scale,Good-Fair,35.566111,-78.810278,21,6.040613,0.0425956779941,4.2,298,5,25,15,20,35,<Null>,NA,50,20.7,84,6.7,8.4,3,5,0.2,0.75,15,15,10,7,<Null>,<Null>,1,1,Cape Fear,1
108,Point,305,BB179,6118,CEDAR CR,SR 2142,1993-02-25T00:00:00Z,EPT,Not Rated,35.566389,-79.283611,13,5.189583,NA,4.45,232,0,10,20,50,20,<Null>,NA,90,<Null>,<Null>,<Null>,<Null>,3,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
109,Point,306,BB179,7485,CEDAR CR,SR 2142,1998-02-03T00:00:00Z,EPT,Not Rated,35.566389,-79.283611,16,5.235294,NA,4.45,232,0,0,15,20,10,<Null>,NA,80,<Null>,<Null>,<Null>,<Null>,4,<Null>,0.2,<Null>,5,12,1,10,<Null>,<Null>,1,1,Cape Fear,1
110,Point,835,BB183,7486,GEORGES CR,SR 2150,1998-02-03T00:00:00Z,EPT,Not Rated,35.572778,-79.215556,4,4.4875,NA,11.7,229,0,0,5,45,10,<Null>,NA,100,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.7,<Null>,5,15,1,10,<Null>,<Null>,1,1,Cape Fear,1
111,Point,562,BB181,4213,DEEP R,US 15-501,1987-09-01T00:00:00Z,Full Scale,Good-Fair,35.577778,-79.194444,25,6.003047,0.0311454755923,1170,209,20,35,15,30,0,<Null>,NA,2,<Null>,<Null>,<Null>,<Null>,43,<Null>,0.7,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
112,Point,563,BB181,6340,DEEP R,US 15-501,1993-08-11T00:00:00Z,Full Scale,Good,35.577778,-79.194444,27,5.787681,0.0311454755923,1170,209,10,25,35,25,5,<Null>,NA,30,<Null>,<Null>,<Null>,<Null>,61,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
113,Point,564,BB181,7646,DEEP R,US 15-501,1998-07-08T00:00:00Z,Full Scale,Good-Fair,35.577778,-79.194444,21,6.211194,0.0311454755923,1170,209,30,20,20,20,10,<Null>,NA,30,29,154,6.8,6.8,45,<Null>,0.5,<Null>,4,12,12,2,<Null>,<Null>,1,1,Cape Fear,1
114,Point,867,BB462,6157,GULF CR,SR 1924,1993-04-22T00:00:00Z,Full Scale,Not Rated,35.582778,-79.017222,6,6.227273,0.00137594712236,4.18,184,10,0,15,65,10,<Null>,NA,90,<Null>,<Null>,<Null>,<Null>,2,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
115,Point,2581,BB108,6158,UT GULF CR,SR 1924,1993-04-22T00:00:00Z,Full Scale,Not Rated,35.583333,-79.016944,4,6.401389,0.00137672392935,0.89,184,0,0,15,70,15,<Null>,NA,90,<Null>,<Null>,<Null>,<Null>,1,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
116,Point,197,BB243,9078,BUCKHORN CR,SR 1117,2003-03-13T00:00:00Z,Full Scale,Good,35.590278,-78.904167,27,5.253913,0.0138916524702,8.9,230,15,20,25,30,10,<Null>,NA,0,13,65,6.4,9.1,7,8,0.3,0.7,5,13,3,10,<Null>,<Null>,1,1,Cape Fear,1
117,Point,1613,JB198,3765,MIDDLE CR,SR 2739,1986-06-02T00:00:00Z,Full Scale,Fair,35.591667,-78.6675,12,6.418942,0.0649927831065,62.6975,250,30,10,10,50,0,<Null>,NA,6,<Null>,<Null>,<Null>,<Null>,4,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
118,Point,832,BB368,6117,GEORGES CR,SR 2142,1993-02-25T00:00:00Z,EPT,Not Rated,35.6025,-79.258333,15,4.652273,NA,2.76,262,10,25,40,25,0,<Null>,NA,60,<Null>,<Null>,<Null>,<Null>,4,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
119,Point,833,BB368,9056,GEORGES CR,SR 2142,2003-03-10T00:00:00Z,EPT,Not Rated,35.6025,-79.258333,17,4.272152,NA,2.76,262,15,40,15,15,0,<Null>,NA,60,12,62,7.8,8.8000000000000007,5,<Null>,0.2,<Null>,5,20,12,10,<Null>,<Null>,1,1,Cape Fear,1
120,Point,834,BB368,10618,GEORGES CR,SR 2142,2009-03-23T00:00:00Z,EPT,Good-Fair,35.6025,-79.258333,19,3.723232,NA,2.76,262,35,30,25,10,0,<Null>,NA,80,14,75.2,6,12.5,5,7,0.2,0.6,5,19,12,10,<Null>,<Null>,1,1,Cape Fear,1
121,Point,170,BB113,3010,BRUSH CR,NC 22,1983-08-25T00:00:00Z,Full Scale,Good,35.601389,-79.583333,26,6.066667,0.00779598406835,67,375,20,50,10,20,0,<Null>,NA,60,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
122,Point,171,BB113,5288,BRUSH CR,NC 22,1990-05-18T00:00:00Z,EPT,Excellent,35.601389,-79.583333,28,4.367284,0.00779598406835,67,375,55,25,5,15,0,<Null>,NA,8,<Null>,<Null>,<Null>,<Null>,11,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
123,Point,172,BB113,6092,BRUSH CR,NC 22,1993-02-18T00:00:00Z,EPT,Good,35.601389,-79.583333,23,3.79009,0.00779598406835,67,375,40,20,20,20,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,14,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
124,Point,173,BB113,7638,BRUSH CR,NC 22,1998-07-06T00:00:00Z,EPT,Good,35.601389,-79.583333,26,4.185621,0.00779598406835,67,375,40,20,30,10,0,<Null>,NA,70,25,100,7.2,7.8,15,<Null>,0.3,<Null>,4,12,12,10,<Null>,<Null>,1,1,Cape Fear,1
125,Point,174,BB113,9174,BRUSH CR,NC 22,2003-07-08T00:00:00Z,EPT,Good-Fair,35.601389,-79.583333,19,5.049573,0.00779598406835,67,375,35,30,25,10,0,<Null>,NA,40,25.5,96,7.4,6.7,11,15,0.5,0.7,5,16,12,10,<Null>,<Null>,1,1,Cape Fear,1
126,Point,175,BB113,10638,BRUSH CR,NC 22,2009-03-10T00:00:00Z,EPT,Good-Fair,35.601389,-79.583333,22,4.848889,0.00779598406835,67,375,20,30,25,10,5,5,bedrock,50,13.1,26.2,6.1,10.3,25,28,0.4,1,5,18,12,7,<Null>,<Null>,1,1,Cape Fear,1
127,Point,2434,JB247,5492,TERRIBLE CR,SR 1301,1990-09-05T00:00:00Z,Full Scale,Good-Fair,35.607778,-78.774722,16,6.376613,0.133218264034,3.073,344,0,15,30,55,0,<Null>,NA,9,<Null>,<Null>,<Null>,<Null>,2,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
128,Point,2018,BB409,6093,RICHLAND CR,SR 2873,1993-02-18T00:00:00Z,EPT,Good,35.608333,-79.619444,23,3.604425,NA,65.1,411,40,20,20,20,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
129,Point,2019,BB409,6305,RICHLAND CR,SR 2873,1993-07-26T00:00:00Z,EPT,Good,35.608333,-79.619444,26,3.971154,NA,65.1,411,20,20,30,30,0,<Null>,NA,80,<Null>,<Null>,<Null>,<Null>,6,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
130,Point,2020,BB409,7637,RICHLAND CR,SR 2873,1998-07-06T00:00:00Z,EPT,Excellent,35.608333,-79.619444,29,3.942982,NA,65.1,411,30,20,20,30,0,<Null>,NA,40,25,94,6.9,8.9,16,<Null>,0.5,<Null>,4,20,12,7,<Null>,<Null>,1,1,Cape Fear,1
131,Point,2021,BB409,9173,RICHLAND CR,SR 2873,2003-07-08T00:00:00Z,EPT,Good,35.608333,-79.619444,27,4.4210140000000004,NA,65.1,411,35,30,20,15,0,<Null>,NA,30,26.5,78,7.7,7.3,11,18,0.4,0.9,5,16,12,10,<Null>,<Null>,1,1,Cape Fear,1
132,Point,2022,BB409,10639,RICHLAND CR,SR 2873,2009-03-10T00:00:00Z,EPT,Good,35.608333,-79.619444,25,4.084404,NA,65.1,411,10,40,25,5,0,20,bedrock,50,14.9,82.5,6.8,10.8,15,18,0.4,1.2,5,18,12,7,<Null>,<Null>,1,1,Cape Fear,1
133,Point,67,BB187,5687,BEAR CR,SR 2333,1991-08-26T00:00:00Z,Full Scale,Not Rated,35.609722,-79.345833,16,6.677698,0.00536485208118,32.1502,394,30,30,10,30,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,7,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
134,Point,2435,IB329,10955,TERRIBLE CR,SR 2751,2010-06-10T00:00:00Z,EPT,Fair,35.61406,-78.72529,12,5.635185,NA,11,269,0,20,55,25,<Null>,<Null>,NA,60,23.7,157,5.7,6.66,4,6,0.2,1,4,12,8,10,<Null>,<Null>,2,2,Neuse,1
135,Point,1615,JB200,3764,MIDDLE CR,US 401,1986-06-02T00:00:00Z,Full Scale,Good,35.615278000000004,-78.695833,26,6.168293,0.0726909852713,42.8858,295,0,0,10,90,0,<Null>,NA,8,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
136,Point,66,BB186,5694,BEAR CR,SR 2189,1991-08-26T00:00:00Z,Full Scale,Not Rated,35.6175,-79.326944,15,6.499273,0.00521437855687,39.2735,369,30,30,10,30,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,12,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
137,Point,51,JB140,3761,BASAL CR,NC 55,1986-05-29T00:00:00Z,Full Scale,Good-Fair,35.621111,-78.817778,16,5.812941,0.0631017186693,4.6666,360,10,30,30,30,0,<Null>,NA,8,<Null>,<Null>,<Null>,<Null>,3,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
138,Point,2099,BB422,5321,ROCKY R,US 15-501,1990-07-03T00:00:00Z,Full Scale,Good,35.622222,-79.188056,29,5.467397,0.0117777377522,237,261,30,35,20,15,0,<Null>,NA,2,<Null>,<Null>,<Null>,<Null>,20,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
139,Point,2100,BB422,6309,ROCKY R,US 15-501,1993-07-27T00:00:00Z,Full Scale,Good,35.622222,-79.188056,29,5.407166,0.0117777377522,237,261,35,30,20,15,0,<Null>,NA,70,<Null>,<Null>,<Null>,<Null>,20,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
140,Point,2101,BB422,7647,ROCKY R,US 15-501,1998-07-09T00:00:00Z,Full Scale,Good,35.622222,-79.188056,26,5.182848,0.0117777377522,237,261,30,20,30,20,0,<Null>,NA,40,27.5,126,7,4.9000000000000004,18,<Null>,0.5,<Null>,5,19,12,2,<Null>,<Null>,1,1,Cape Fear,1
141,Point,2102,BB422,9203,ROCKY R,US 15-501,2003-07-21T00:00:00Z,Full Scale,Good,35.622222,-79.188056,28,5.529787,0.0117777377522,237,261,30,20,30,20,0,<Null>,NA,20,30,130,8.4,10.1,26,35,0.3,0.5,4,12,15,2,<Null>,<Null>,1,1,Cape Fear,1
142,Point,2103,BB422,10506,ROCKY R,US 15-501,2008-07-22T00:00:00Z,Full Scale,Good-Fair,35.622222,-79.188056,21,6.27764,0.0117777377522,237,261,40,35,15,10,0,0,NA,20,30.2,289,8,7.6,35,40,0.2,0.4,5,18,13,4,<Null>,<Null>,1,1,Cape Fear,1
143,Point,2104,BB422,11674,ROCKY R,US 15-501,2013-09-24T00:00:00Z,Full Scale,Good,35.622222,-79.188056,25,5.397872,0.0117777377522,237,263,35,40,15,10,<Null>,<Null>,NA,20,20.3,142.80000000000001,7,9.3000000000000007,18,20,0.25,0.5,5,10,12,4,<Null>,<Null>,1,1,Cape Fear,1
144,Point,65,BB495,10384,BEAR CR,SR 2187,2008-03-12T00:00:00Z,EPT,Fair,35.625569,-79.298758,11,4.220408,NA,42.6,354,25,20,20,35,<Null>,<Null>,NA,70,<Null>,<Null>,<Null>,<Null>,9,18,0.4,0.8,5,16,10,10,<Null>,<Null>,1,1,Cape Fear,1
145,Point,61,BB372,5324,BEAR CR,SR 2155,1990-07-03T00:00:00Z,EPT,Not Rated,35.631944,-79.236667,15,4.798529,NA,50.4,324,30,30,20,20,0,<Null>,NA,9,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
146,Point,62,BB372,9063,BEAR CR,SR 2155,2003-03-10T00:00:00Z,EPT,Not Rated,35.631944,-79.236667,16,4.988235,NA,50.4,324,20,40,20,20,0,<Null>,NA,40,<Null>,<Null>,7.8,<Null>,10,<Null>,0.4,<Null>,5,20,8,10,<Null>,<Null>,1,1,Cape Fear,1
147,Point,63,BB372,10625,BEAR CR,SR 2155,2009-03-23T00:00:00Z,EPT,Good-Fair,35.631944,-79.236667,20,4.775294,NA,50.4,324,40,30,20,10,<Null>,<Null>,NA,80,13.3,95,6.3,12.8,12,14,0.5,1,5,20,12,10,<Null>,<Null>,1,1,Cape Fear,1
148,Point,64,BB372,11578,BEAR CR,SR 2155,2013-06-04T00:00:00Z,EPT,Not Rated,35.631944,-79.236667,12,5.228571,NA,50.4,324,35,25,30,10,<Null>,<Null>,NA,40,22.3,124,6.9,3.4,13,18,0.1,0.5,4,20,12,6,<Null>,<Null>,1,1,Cape Fear,1
149,Point,1606,JB68,3763,MIDDLE CR,SR 1375,1986-05-30T00:00:00Z,Full Scale,Fair,35.635556,-78.728889,14,6.673148,0.0759361920777,35.6,329,10,20,20,50,0,<Null>,NA,8,<Null>,<Null>,<Null>,<Null>,9,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
150,Point,1607,JB68,5686,MIDDLE CR,SR 1375,1991-07-25T00:00:00Z,Full Scale,Good-Fair,35.635556,-78.728889,11,6.201562,0.0759361920777,35.6,329,10,10,30,50,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,8,<Null>,0.6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
151,Point,1608,JB68,6931,MIDDLE CR,SR 1375,1995-08-11T00:00:00Z,Full Scale,Fair,35.635556,-78.728889,10,5.951908,0.0759361920777,35.6,329,0,10,20,55,15,<Null>,NA,90,26,200,6.6,4.9000000000000004,8,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
152,Point,1609,JB68,8270,MIDDLE CR,SR 1375,2000-08-21T00:00:00Z,Full Scale,Good-Fair,35.635556,-78.728889,13,6.051205,0.0759361920777,35.6,329,0,0,10,70,20,<Null>,NA,95,22,240,6.8,6.3,9,12,0.5,1,5,19,3,10,<Null>,<Null>,2,2,Neuse,1
153,Point,1610,JB68,9666,MIDDLE CR,SR 1375,2005-07-25T00:00:00Z,Full Scale,Good-Fair,35.635556,-78.728889,13,5.860234,0.0759361920777,35.6,329,0,0,15,75,10,<Null>,NA,80,26.5,221,6.7,5,7,10,0.2,0.8,5,12,3,6,<Null>,<Null>,2,2,Neuse,1
154,Point,1611,JB68,11073,MIDDLE CR,SR 1375,2010-08-12T00:00:00Z,Full Scale,Good-Fair,35.635556,-78.728889,16,5.856502,0.0759361920777,35.6,282,10,15,20,50,5,<Null>,NA,60,29,299,6.6,6.2,7,7,0.3,1.5,5,15,9,10,<Null>,<Null>,2,2,Neuse,1
155,Point,1612,JB68,11965,MIDDLE CR,SR 1375,2015-08-24T00:00:00Z,Full Scale,Good-Fair,35.635556,-78.728889,13,6.079,0.0759361920777,35.6,282,5,<Null>,30,50,10,5,CPOM,90,24.7,393,7.2,5.9,10,10,0.5,1.3,5,13,6,9,<Null>,<Null>,2,2,Neuse,1
156,Point,2605,BB148,5287,UT L BRUSH CR,SR 1005,1990-05-18T00:00:00Z,EPT,Good-Fair,35.634722,-79.559722,17,4.194872,NA,1.19,442,20,50,15,15,0,<Null>,NA,9,<Null>,<Null>,<Null>,<Null>,2,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
157,Point,2606,BB149,5286,UT L BRUSH CR,SR 1100,1990-05-18T00:00:00Z,EPT,Good,35.638611,-79.522222,23,5.033333,NA,4.69,475,30,20,25,25,0,<Null>,NA,9,<Null>,<Null>,<Null>,<Null>,4,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
